name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_12_0.5.gml;12;33;0.5;brute_force;0.75;9;False;-1;0.0;1097;220
graph_12_0.25.gml;12;16;0.25;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_12_0.25.gml;12;16;0.25;brute_force;0.25;3;True;(11, 68):(63, 50):(100, 6);0.0;12;2
graph_12_0.25.gml;12;16;0.25;brute_force;0.5;6;True;(11, 68):(99, 58):(100, 6):(63, 50):(1, 100):(1, 29);0.0010328292846679688;1113;157
graph_12_0.25.gml;12;16;0.25;brute_force;0.75;9;False;-1;0.0;1735;220
graph_12_0.75.gml;12;49;0.75;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_12_0.75.gml;12;49;0.75;brute_force;0.25;3;True;(63, 50):(1, 29):(99, 58);0.0;392;170
graph_12_0.75.gml;12;49;0.75;brute_force;0.5;6;False;-1;0.0009391307830810547;2129;924
graph_12_0.75.gml;12;49;0.75;brute_force;0.75;9;False;-1;0.0;465;220
graph_12_0.125.gml;12;8;0.125;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_12_0.125.gml;12;8;0.125;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0;4;-1
graph_12_0.125.gml;12;8;0.125;brute_force;0.5;6;True;(11, 68):(1, 29):(100, 6):(63, 50):(51, 100):(99, 95);0.0;226;28
graph_12_0.125.gml;12;8;0.125;brute_force;0.75;9;False;-1;0.0009982585906982422;2111;220
graph_13_0.5.gml;13;39;0.5;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_13_0.5.gml;13;39;0.5;brute_force;0.25;3;True;(11, 68):(99, 95):(30, 2);0.0;26;11
graph_13_0.5.gml;13;39;0.5;brute_force;0.5;6;False;-1;0.0030641555786132812;5155;1716
graph_13_0.5.gml;13;39;0.5;brute_force;0.75;9;False;-1;0.000985860824584961;1963;715
graph_13_0.25.gml;13;19;0.25;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_13_0.25.gml;13;19;0.25;brute_force;0.25;3;True;(11, 68):(99, 95):(30, 2);0.0;26;11
graph_13_0.25.gml;13;19;0.25;brute_force;0.5;6;True;(11, 68):(51, 100):(33, 37):(99, 95):(64, 8):(30, 2);0.0;953;369
graph_13_0.25.gml;13;19;0.25;brute_force;0.75;9;False;-1;0.0;2477;715
graph_13_0.75.gml;13;58;0.75;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_13_0.75.gml;13;58;0.75;brute_force;0.25;3;True;(99, 95):(33, 37):(30, 2);0.0009675025939941406;297;126
graph_13_0.75.gml;13;58;0.75;brute_force;0.5;6;False;-1;0.0;3850;1716
graph_13_0.75.gml;13;58;0.75;brute_force;0.75;9;False;-1;0.0;1492;715
graph_13_0.125.gml;13;9;0.125;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_13_0.125.gml;13;9;0.125;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0009975433349609375;4;-1
graph_13_0.125.gml;13;9;0.125;brute_force;0.5;6;True;(11, 68):(1, 29):(100, 6):(63, 50):(51, 100):(99, 95);0.0;286;36
graph_13_0.125.gml;13;9;0.125;brute_force;0.75;9;True;(11, 68):(41, 72):(1, 29):(63, 50):(51, 100):(33, 37):(99, 95):(64, 8):(30, 2);0.0009999275207519531;3308;342
graph_14_0.5.gml;14;45;0.5;brute_force;0.125;1;True;(11, 68);0.0010008811950683594;1;-1
